# frame_no	ssrc	rtp_ts	seq_first	seq_last	seq_count	gaps	frame_id	frame_size_bytes	frame_type	qp	complexity	scene_change	gop_state	idr_inserted	frames_since_idr	capture_us	frame_ready_us	last_pkt_send_us	meta_recv_us	recv_first_us	recv_last_us	sender_ivl_us	recv_ivl_us	encode_dur_us	send_spread_us	latency_est_us
95	b5a10464	1830197519	64009	64054	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236056772	23236062042	-	16080	-	-	-
96	b5a10464	1830199044	64055	64091	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236073726	23236077888	-	16954	-	-	-
97	b5a10464	1830200569	64092	64128	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236090612	23236094705	-	16886	-	-	-
98	b5a10464	1830202094	64129	64157	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236107450	23236110665	-	16838	-	-	-
99	b5a10464	1830203619	64158	64189	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236124559	23236128002	-	17109	-	-	-
100	b5a10464	1830205144	64190	64226	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236143020	23236146437	-	18461	-	-	-
101	b5a10464	1830206669	64227	64263	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236158725	23236162453	-	15705	-	-	-
102	b5a10464	1830208194	64264	64309	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236175304	23236180562	-	16579	-	-	-
103	b5a10464	1830209719	64310	64355	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236192180	23236197449	-	16876	-	-	-
104	b5a10464	1830211244	64356	64401	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236209075	23236214365	-	16895	-	-	-
105	b5a10464	1830212769	64402	64448	47	0	7958	64323	0	0	115	0	0	0	7	651419892	651423614	651424821	23236231379	23236226044	23236231380	237087	16969	3722	1207	6201
106	b5a10464	1830214294	64449	64494	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236243888	23236249116	-	17844	-	-	-
107	b5a10464	1830215819	64495	64540	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236260105	23236265178	-	16217	-	-	-
108	b5a10464	1830217344	64541	64586	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236276921	23236282211	-	16816	-	-	-
109	b5a10464	1830218869	64587	64632	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236294244	23236299094	-	17323	-	-	-
110	b5a10464	1830220394	64633	64678	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236310725	23236315988	-	16481	-	-	-
111	b5a10464	1830221919	64679	64725	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236327641	23236332963	-	16916	-	-	-
112	b5a10464	1830223444	64726	64762	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236345510	23236349716	-	17869	-	-	-
113	b5a10464	1830224969	64763	64799	37	0	7966	51185	0	0	94	0	0	0	15	651555403	651559040	651560047	23236365683	23236361529	23236365684	135426	16019	3637	1007	5079
114	b5a10464	1830226494	64800	64836	37	0	7967	51024	0	0	94	0	0	0	16	651572291	651575970	651576943	23236382602	23236378406	23236382603	16930	16877	3679	973	5068
115	b5a10464	1830228019	64837	64873	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236396135	23236399604	-	17729	-	-	-
116	b5a10464	1830229544	64874	64910	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236412299	23236416462	-	16164	-	-	-
117	b5a10464	1830231069	64911	64957	47	0	7970	64435	0	0	112	0	0	0	19	651623094	651626768	651627970	23236434535	23236429230	23236434536	50798	16931	3674	1202	6203
118	b5a10464	1830232594	64958	64994	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236447124	23236451285	-	17894	-	-	-
119	b5a10464	1830234119	64995	65031	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236463168	23236467370	-	16044	-	-	-
120	b5a10464	1830235644	65032	65068	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236480047	23236484196	-	16879	-	-	-
121	b5a10464	1830237169	65069	65105	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236497621	23236501832	-	17574	-	-	-
122	b5a10464	1830238694	65106	65142	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236513957	23236518124	-	16336	-	-	-
123	b5a10464	1830240219	65143	65179	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236530806	23236534980	-	16849	-	-	-
124	b5a10464	1830241744	65180	65216	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236549536	23236553420	-	18730	-	-	-
125	b5a10464	1830243269	65217	65262	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236564913	23236570162	-	15377	-	-	-
126	b5a10464	1830244794	65263	65299	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236581080	23236585246	-	16167	-	-	-
127	b5a10464	1830246319	65300	65336	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236598927	23236602736	-	17847	-	-	-
128	b5a10464	1830247844	65337	65373	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236615537	23236619695	-	16610	-	-	-
129	b5a10464	1830249369	65374	65410	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236632455	23236636647	-	16918	-	-	-
130	b5a10464	1830250894	65411	65456	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236650269	23236655548	-	17814	-	-	-
131	b5a10464	1830252419	65457	65493	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236666396	23236670590	-	16127	-	-	-
132	b5a10464	1830253944	65494	65530	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236683294	23236687452	-	16898	-	-	-
133	b5a10464	1830255469	65531	31	37	0	7986	50971	0	0	97	0	0	0	35	651894028	651897737	651898710	23236704383	23236700179	23236704383	270969	16885	3709	973	5081
134	b5a10464	1830256994	32	68	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236717314	23236721295	-	17135	-	-	-
135	b5a10464	1830258519	69	105	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236734413	23236738260	-	17099	-	-	-
136	b5a10464	1830260044	106	142	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236752205	23236756020	-	17792	-	-	-
137	b5a10464	1830261569	143	179	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236768351	23236772068	-	16146	-	-	-
138	b5a10464	1830263094	180	216	37	0	7991	50963	0	0	98	0	0	0	40	651978693	651982458	651983433	23236789097	23236784914	23236789098	84721	16563	3765	975	5075
139	b5a10464	1830264619	217	262	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236801779	23236807020	-	16865	-	-	-
140	b5a10464	1830266144	263	299	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236819010	23236822893	-	17231	-	-	-
141	b5a10464	1830267669	300	336	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236836092	23236839887	-	17082	-	-	-
142	b5a10464	1830269194	337	373	37	0	7995	51169	0	0	98	0	0	0	44	652046429	652051050	652052024	23236857709	23236853513	23236857710	68592	17421	4621	974	5095
143	b5a10464	1830270719	374	410	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236869763	23236873667	-	16250	-	-	-
144	b5a10464	1830272244	411	447	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236886619	23236890710	-	16856	-	-	-
145	b5a10464	1830273769	448	484	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236903811	23236907612	-	17192	-	-	-
146	b5a10464	1830275294	485	530	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23236920762	23236925566	-	16951	-	-	-
